"ID";"Photo";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"1012";"http://autoradio-fr.com/img/p/1/7/7/8/1778.jpg";"Caméra de recul CCD Kia Sedona";"CAM-86-274";"Caméra de recul Kia";"69.900000";"69.9";"10000";"1";
"839";"http://autoradio-fr.com/img/p/1/5/9/7/1597.jpg";"Caméra de recul CCD Citroen C5 (2010-2012)";"CAM-86-101";"Caméra de recul Citroën";"69.900000";"69.9";"10000";"1";
"764";"http://autoradio-fr.com/img/p/1/5/1/4/1514.jpg";"Caméra de recul CCD BMW Mini Cooper";"CAM-86-46";"Caméra de recul Bmw";"69.900000";"69.9";"9999";"1";
"1480";"http://autoradio-fr.com/img/p/5/4/8/4/5484.jpg";"Autoradio GPS Android 8.0 Kia Cerato";"GPS-755";"Autoradio android KIA";"375.000000";"325";"2700";"1";
"3260";"http://autoradio-fr.com/img/p/8/5/1/3/8513.jpg";"Autoradio Android 9.0 Impreza (2008-2011)";"GPS-3717";"Autoradio android Impreza";"419.000000";"369";"15000";"1";
"760";"http://autoradio-fr.com/img/p/1/5/1/0/1510.jpg";"Caméra de recul CCD BMW 5 Série (2008-2013)";"CAM-86-42";"Caméra de recul Bmw";"69.900000";"69.9";"10000";"1";
"1305";"http://autoradio-fr.com/img/p/2/0/9/5/2095.jpg";"Caméra de recul CCD Volkswagen Transporter";"CAM-86-567";"Caméra de recul Volkswagen";"69.900000";"69.9";"10000";"1";
"3087";"http://autoradio-fr.com/img/p/8/2/9/3/8293.jpg";"Autoradio Android 10.0 Dodge 3500 (2007-2010)";"GPS-3544";"Autoradio android 3500";"419.000000";"369";"15000";"1";
"1132";"http://autoradio-fr.com/img/p/1/9/1/1/1911.jpg";"Caméra de recul CCD Peugeot 3008 2012";"CAM-86-394";"Caméra de recul Peugeot";"69.900000";"69.9";"10000";"1";
"209";"http://autoradio-fr.com/img/p/2/5/5/255.jpg";"Autoradio Android 6.0 Kia Borrego 2008";"GPS-279";"Autoradio android KIA";"431.000000";"381";"2700";"1";
"959";"http://autoradio-fr.com/img/p/1/7/2/4/1724.jpg";"Caméra de recul CCD Hyundai IX35 2010";"CAM-86-221";"Caméra de recul Hyundai";"69.900000";"69.9";"10000";"1";
"376";"http://autoradio-fr.com/img/p/6/9/6/0/6960.jpg";"Autoradio GPS Android 8.0 Ford Mustang (2005-2009)";"GPS-397";"Autoradio Ford android";"436.000000";"386";"878";"1";
"1615";"http://autoradio-fr.com/img/p/6/1/1/3/6113.jpg";"Autoradio GPS BMW E39 (1996-2003)";"GPS-494";"Autoradio android Série 5";"294.000000";"244";"2691";"1";
"1427";"http://autoradio-fr.com/img/p/5/4/3/1/5431.jpg";"Autoradio GPS Android 8.0 Kia K5 2015";"GPS-696";"Autoradio android KIA";"415.000000";"365";"2700";"1";
"3207";"http://autoradio-fr.com/img/p/8/4/1/3/8413.jpg";"Autoradio Android 7.1 Nissan Teana (2013-2015)";"GPS-3664";"Autoradio android Teana";"569.000000";"519";"15000";"1";
"903";"http://autoradio-fr.com/img/p/1/6/6/4/1664.jpg";"Caméra de recul CCD Honda CRV 2012";"CAM-86-165";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"669";"http://autoradio-fr.com/img/p/7/1/5/715.jpg";"Autoradio GPS Android 8.0 Opel Mériva (2004-2017)";"GPS-86-00785";"Autoradio Opel android";"401.000000";"351";"2700";"0";
"1371";"http://autoradio-fr.com/img/p/5/3/7/4/5374.jpg";"Autoradio GPS Android 6.0 Chervrolet Tahoe";"GPS-727";"Autoradio android Chevrolet";"421.000000";"371";"2699";"1";
"3151";"http://autoradio-fr.com/img/p/8/3/5/7/8357.jpg";"Autoradio Android 10.0 Jeep Wrangler 2010";"GPS-3608";"Autoradio android Wrangler";"419.000000";"369";"15000";"1";
"1196";"http://autoradio-fr.com/img/p/1/9/8/2/1982.jpg";"Caméra de recul CCD Toyota Fortuner";"CAM-86-458";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1922";"http://autoradio-fr.com/img/p/7/2/0/4/7204.jpg";"Autoradio GPS Android 10.0 Kia Sportage (2004-2010)";"GPS-1057";"GPS KIA Sportage android";"399.000000";"349";"2700";"1";
"613";"http://autoradio-fr.com/img/p/5/6/3/0/5630.jpg";"Autoradio GPS Android 9.0 Opel Astra H (2004-2017)";"GPS-119";"Autoradio Opel android";"401.000000";"351";"891";"1";
"440";"http://autoradio-fr.com/img/p/4/8/6/486.jpg";"Autoradio GPS Android 8.0 Dodge Stratus Sedan (2002-2006)";"GPS-111";"Autoradio android Dodge";"421.000000";"371";"2700";"0";
"1680";"http://autoradio-fr.com/img/p/5/8/0/2/5802.jpg";"Autoradio GPS Android 8.0 Mercedes GL";"GPS-569";"Autoradio Mercedes android";"455.000000";"405";"899";"1";
"1140";"http://autoradio-fr.com/img/p/1/9/1/9/1919.jpg";"Caméra de recul CCD Peugeot 4007";"CAM-86-402";"Caméra de recul Peugeot";"69.900000";"69.9";"10000";"1";
"217";"http://autoradio-fr.com/img/p/2/6/3/263.jpg";"Autoradio Android 6.0 Kia KX3 2015";"GPS-86-00394";"Autoradio android KIA";"435.000000";"385";"2700";"0";
"967";"http://autoradio-fr.com/img/p/1/7/3/2/1732.jpg";"Caméra de recul CCD Hyundai Terracan";"CAM-86-229";"Caméra de recul Hyundai";"69.900000";"69.9";"10000";"1";
"1623";"http://autoradio-fr.com/img/p/6/1/5/1/6151.jpg";"Autoradio GPS VW Polo 4";"GPS-618";"Autoradio Volkswagen android";"294.000000";"244";"2688";"1";
"1435";"http://autoradio-fr.com/img/p/5/4/3/9/5439.jpg";"Autoradio GPS Android 8.0 Hyundai Elantra 2016";"GPS-807";"Autoradio android Hyundai";"475.000000";"425";"900";"1";
"3215";"http://autoradio-fr.com/img/p/8/4/2/1/8421.jpg";"Autoradio Android 9.0 Nissan MP300 (2001-2011) ";"GPS-3672";"Autoradio android MP300";"389.000000";"339";"15000";"1";
"160";"http://autoradio-fr.com/img/p/2/0/5/205.jpg";"Autoradio Android 4.4 Audi A4L (2009-2016)";"GPS-255";"Autoradio Audi android";"545.000000";"495";"898";"1";
"911";"http://autoradio-fr.com/img/p/1/6/7/2/1672.jpg";"Caméra de recul CCD Honda Civic 2010";"CAM-86-173";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"677";"http://autoradio-fr.com/img/p/7/2/3/723.jpg";"Autoradio GPS Android 9.0 Opel Combo (2004-2017)";"GPS-712";"Autoradio Opel android";"401.000000";"351";"2700";"1";
"1379";"http://autoradio-fr.com/img/p/5/3/8/2/5382.jpg";"Autoradio GPS Android 4.4 Nissan Patrol";"GPS-694";"GPS Nissan android";"655.000000";"605";"2700";"1";
"3159";"http://autoradio-fr.com/img/p/8/3/6/5/8365.jpg";"Autoradio Android 9.0 KIA Spectra (2004-2009)";"GPS-3616";"Autoradio android Spectra";"419.000000";"369";"15000";"1";
"1204";"http://autoradio-fr.com/img/p/1/9/9/0/1990.jpg";"Caméra de recul CCD Toyota Camry (2009-2011)";"CAM-86-466";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1930";"http://autoradio-fr.com/img/p/7/2/1/2/7212.jpg";"Autoradio GPS Android 10.0 Verna (2017-2018)";"GPS-1065";"Autoradio android Verna";"369.000000";"319";"2700";"1";
"621";"http://autoradio-fr.com/img/p/5/6/3/8/5638.jpg";"Autoradio GPS Android 9.0 Opel Vivaro (2006-2017)";"GPS-126";"Autoradio Opel android";"401.000000";"351";"899";"1";
"448";"http://autoradio-fr.com/img/p/4/9/4/494.jpg";"Autoradio GPS Android 8.0 Citroen C3";"GPS-100";"Autoradio android Citroën";"475.000000";"425";"2700";"0";
"1688";"http://autoradio-fr.com/img/p/6/1/8/7/6187.jpg";"Autoradio GPS Android 9.0 Toyota RAV4 (2001-2008)";"GPS-580";"GPS Toyota android";"361.000000";"311";"889";"1";
"1148";"http://autoradio-fr.com/img/p/1/9/2/8/1928.jpg";"Caméra de recul CCD Porsche 911";"CAM-86-410";"Caméra de recul Porsche";"69.900000";"69.9";"10000";"1";
"1874";"http://autoradio-fr.com/img/p/7/1/5/6/7156.jpg";"Autoradio GPS Android 10.0 Jetta (2012-2014)";"GPS-1009";"Autoradio android Jetta";"389.000000";"339";"2700";"1";
"225";"http://autoradio-fr.com/img/p/2/7/2/272.jpg";"Autoradio Android 6.0 Honda Civic 2012";"GPS-276";"Autoradio android Honda";"405.000000";"355";"900";"1";
"975";"http://autoradio-fr.com/img/p/1/7/4/1/1741.jpg";"Caméra de recul CCD Jeep Compass 2011";"CAM-86-237";"Caméra de recul Jeep";"69.900000";"69.9";"10000";"1";
"392";"http://autoradio-fr.com/img/p/7/9/9/799.jpg";"Autoradio GPS Android 8.0 Chevrolet Captiva (2006-2011)";"GPS-390";"Autoradio android Chevrolet";"410.000000";"360";"896";"1";
"1631";"http://autoradio-fr.com/img/p/7/1/3/8/7138.jpg";"Autoradio GPS Android 9.0 Ford Fusion (2006-2011)";"GPS-617";"Autoradio Ford android";"385.000000";"335";"899";"1";
"1443";"http://autoradio-fr.com/img/p/5/4/4/7/5447.jpg";"Autoradio GPS Android 8.0 Nissan Sunny";"GPS-788";"GPS Nissan android";"471.000000";"421";"900";"1";
"3223";"http://autoradio-fr.com/img/p/8/4/2/9/8429.jpg";"Autoradio Android 10.0 Peugeot 508 ";"GPS-3680";"GPS 508 android";"449.000000";"399";"15000";"1";
"168";"http://autoradio-fr.com/img/p/2/1/3/213.jpg";"Autoradio Android 6.0 Toyota Camry (2012-2014)";"GPS-256";"GPS Toyota android";"415.000000";"365";"2700";"1";
"919";"http://autoradio-fr.com/img/p/1/6/8/0/1680.jpg";"Caméra de recul CCD Honda Civic 2010";"CAM-86-181";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"685";"http://autoradio-fr.com/img/p/7/3/1/731.jpg";"Autoradio GPS Android 9.0 Opel Zafira (2005-2017)";"GPS-701";"Autoradio Opel android";"401.000000";"351";"899";"1";
"1387";"http://autoradio-fr.com/img/p/5/3/9/1/5391.jpg";"Autoradio GPS Android 8.0 Toyota Corolla EX (2000-2011)";"GPS-86-00192";"GPS Toyota android";"365.000000";"315";"2700";"0";
"3167";"http://autoradio-fr.com/img/p/8/3/7/3/8373.jpg";"Autoradio Android 7.1 Lexus RX200 2016";"GPS-3624";"Autoradio android Lexus RX200";"649.000000";"599";"15000";"1";
"1212";"http://autoradio-fr.com/img/p/1/9/9/8/1998.jpg";"Caméra de recul CCD Toyota Avanza 2009";"CAM-86-474";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1938";"http://autoradio-fr.com/img/p/7/2/2/0/7220.jpg";"Autoradio GPS Android 10.0 S-Max (2008-2010)";"GPS-1073";"Autoradio Ford S-max android";"419.000000";"369";"2700";"1";
"629";"http://autoradio-fr.com/img/p/6/7/5/675.jpg";"Autoradio GPS Android 9.0 Mercedes A-Classe W168 (1998-2006)";"GPS-162";"Autoradio Mercedes android";"421.000000";"371";"2700";"1";
"456";"http://autoradio-fr.com/img/p/6/1/4/7/6147.jpg";"Autoradio GPS Android 8.0 Volkswagen Golf 7 (2013-2015)";"GPS-96";"Autoradio Volkswagen android";"425.000000";"375";"894";"1";
"1696";"http://autoradio-fr.com/img/p/5/7/8/7/5787.jpg";"Autoradio GPS Android 9.0 Toyota Avanza (2003-2010)";"GPS-599";"GPS Toyota android";"361.000000";"311";"900";"1";
"1156";"http://autoradio-fr.com/img/p/1/9/3/6/1936.jpg";"Caméra de recul CCD Renault Sandero";"CAM-86-418";"Caméra de recul Renault";"69.900000";"69.9";"10000";"1";
"1882";"http://autoradio-fr.com/img/p/7/1/6/4/7164.jpg";"Autoradio Android 10.0 GPS KODIAQ (2017)";"GPS-1017";"Autoardio Android Kodiaq";"379.000000";"329";"2700";"1";
"233";"http://autoradio-fr.com/img/p/2/8/0/280.jpg";"Autoradio Android 6.0 Jeep Cherokee 2016";"GPS-431";"Autoradio android Jeep";"505.000000";"455";"2700";"1";
"983";"http://autoradio-fr.com/img/p/1/7/4/9/1749.jpg";"Caméra de recul CCD Kia Forte (2009-2011)";"CAM-86-245";"Caméra de recul Kia";"69.900000";"69.9";"10000";"1";
"400";"http://autoradio-fr.com/img/p/8/0/7/807.jpg";"Autoradio GPS Android 9.0 Mazda CX-5 (2012-2013)";"GPS-234";"Autoradio android Mazda";"446.000000";"396";"899";"1";
"1640";"http://autoradio-fr.com/img/p/5/8/4/3/5843.jpg";"Autoradio GPS Android 8.0 Toyota Camry 2012";"GPS-611";"GPS Toyota android";"451.000000";"401";"900";"1";
"1451";"http://autoradio-fr.com/img/p/5/4/5/5/5455.jpg";"Autoradio GPS Android 8.0 Fiat Egea";"GPS-86-00209";"Autoradio Fiat android";"394.000000";"344";"2700";"0";
"3231";"http://autoradio-fr.com/img/p/8/4/3/7/8437.jpg";"GPS Android 9.0 Porsche Cayman (2005-2008) ";"GPS-3688";"Autoradio android Cayman";"529.000000";"479";"15000";"1";
"176";"http://autoradio-fr.com/img/p/3/8/0/380.jpg";"Autoradio Android 6.0 Toyota Land Cruiser 100";"GPS-86-00648";"GPS Toyota android";"435.000000";"385";"2700";"0";
"927";"http://autoradio-fr.com/img/p/1/6/8/8/1688.jpg";"Caméra de recul CCD Honda Odyssey (2009-2013)";"CAM-86-189";"Caméra de recul Honda";"69.900000";"69.9";"10000";"1";
"693";"http://autoradio-fr.com/img/p/7/3/9/739.jpg";"Autoradio GPS Android 8.1 SsangYong Actyon";"GPS-704";"Autoradio android Ssangyong";"355.000000";"305";"894";"1";
"1395";"http://autoradio-fr.com/img/p/5/3/9/9/5399.jpg";"Autoradio GPS Android 9.0 Toyota Prado (1996-2009)";"GPS-653";"GPS Toyota android";"365.000000";"315";"2700";"1";
"3175";"http://autoradio-fr.com/img/p/8/3/8/1/8381.jpg";"Autoradio Android 9.0 Mercedes Classe G W467 (2008-2011)";"GPS-3632";"Autoradio android Classe G";"449.000000";"399";"15000";"1";
"1220";"http://autoradio-fr.com/img/p/2/0/0/6/2006.jpg";"Caméra de recul CCD Toyota Avensis";"CAM-86-482";"Caméra de recul Toyota";"69.900000";"69.9";"10000";"1";
"1946";"http://autoradio-fr.com/img/p/7/4/0/1/7401.jpg";"Autoradio 2 DIN Android 10.1 GPS";"GPS-1093";"Autoradio 2 DIN android";"279.000000";"229";"2698";"1";
"637";"http://autoradio-fr.com/img/p/6/8/3/683.jpg";"Autoradio GPS Android 8.0 Mercedes B-Classe W245 (2005-2012)";"GPS-86-00466";"Autoradio Mercedes android";"425.000000";"375";"2700";"0";
"464";"http://autoradio-fr.com/img/p/5/1/0/510.jpg";"Autoradio GPS Android 8.0 Mercedes Smart (2015-2016)";"GPS-17";"Autoradio Mercedes android";"421.000000";"371";"891";"1";
"1164";"http://autoradio-fr.com/img/p/1/9/4/6/1946.jpg";"Caméra de recul CCD Skoda Fabia (2008-2012)";"CAM-86-426";"Caméra de recul Skoda";"69.900000";"69.9";"10000";"1";
"1890";"http://autoradio-fr.com/img/p/7/1/7/2/7172.jpg";"Autoradio Android 10.0 Camry (2012-2014)";"GPS-1025";"Autoradio android Camry";"379.000000";"329";"2700";"1";
"242";"http://autoradio-fr.com/img/p/2/8/9/289.jpg";"Autoradio Android 6.0 Volkswagen Masotan";"GPS-437";"Autoradio Volkswagen android";"405.000000";"355";"2700";"1";
"991";"http://autoradio-fr.com/img/p/1/7/5/7/1757.jpg";"Caméra de recul CCD Kia Borrego";"CAM-86-253";"Caméra de recul Kia";"69.900000";"69.9";"10000";"1";
"408";"http://autoradio-fr.com/img/p/4/5/4/454.jpg";"Autoradio GPS Android 8.0 Seat Leon 2013";"GPS-80";"Autoradio Seat android";"451.000000";"401";"896";"1";
"1648";"http://autoradio-fr.com/img/p/5/8/3/5/5835.jpg";"Autoradio GPS Android 8.0 Toyota Land Cruiser (2008-2012)";"GPS-642";"GPS Toyota android";"465.000000";"415";"900";"1";
"3239";"http://autoradio-fr.com/img/p/8/4/9/2/8492.jpg";"Autoradio Android 9.0 Renault Logan";"GPS-3696";"Autoradio android Logan";"549.000000";"499";"15000";"1";
"185";"http://autoradio-fr.com/img/p/2/3/0/230.jpg";"Autoradio Android 6.0 Toyota Corolla (2007-2013)";"GPS-246";"GPS Toyota android";"435.000000";"385";"2700";"1";
"935";"http://autoradio-fr.com/img/p/1/7/0/0/1700.jpg";"Caméra de recul CCD Hyundai Tucson";"CAM-86-197";"Caméra de recul Hyundai";"69.900000";"69.9";"10000";"1";
"701";"http://autoradio-fr.com/img/p/8/2/2/822.jpg";"Autoradio GPS Android 8.1 Toyota Land Cruiser 9"";"GPS-734";"GPS Toyota android";"381.000000";"331";"899";"1";
"1403";"http://autoradio-fr.com/img/p/5/4/0/7/5407.jpg";"Autoradio GPS Android 8.0 Kia Forte (2013-2017)";"GPS-656";"Autoradio android KIA";"601.000000";"551";"899";"1";
"3183";"http://autoradio-fr.com/img/p/8/3/8/9/8389.jpg";"Autoradio Android 9.0 Nissan Livina (2006-2010) ";"GPS-3640";"Autoradio android Livana";"389.000000";"339";"15000";"1";
"1954";"http://autoradio-fr.com/img/p/7/4/0/6/7406.jpg";"Autoradio GPS Android 10.1 Polo 5";"GPS-1101";"Autoradio Polo 5 android";"399.000000";"349";"2696";"1";
"472";"http://autoradio-fr.com/img/p/6/0/7/5/6075.jpg";"Autoradio GPS Android 9.0 BMW 1 Série F21 (2011-2016)";"GPS-19";"Autoradio BMW Série 1 android";"555.000000";"505";"891";"1";
"1345";"http://autoradio-fr.com/img/p/1/9/7/7/1977.jpg";"Caméra de recul CCD Suzuki Kizashi 2011";"CAM-86-607";"Caméra de recul Suzuki";"69.900000";"69.9";"10000";"1";
"1172";"http://autoradio-fr.com/img/p/1/9/5/5/1955.jpg";"Caméra de recul CCD Ssangyong Kyron";"CAM-86-434";"Caméra de recul Ssangyong";"69.900000";"69.9";"10000";"1";
"1898";"http://autoradio-fr.com/img/p/7/1/8/0/7180.jpg";"Autoradio Android 10.0 Rav4 (2006-2012)";"GPS-1033";"GPS Toyota Rav4 android";"369.000000";"319";"2700";"1";
"999";"http://autoradio-fr.com/img/p/1/7/6/5/1765.jpg";"Caméra de recul CCD Kia Cerato (hatchback) 2012";"CAM-86-261";"Caméra de recul Kia";"69.900000";"69.9";"10000";"1";
"416";"http://autoradio-fr.com/img/p/6/2/3/1/6231.jpg";"Autoradio GPS Android 8.0 Peugeot 207";"GPS-71";"GPS Peugeot android";"551.000000";"501";"879";"1";
"1656";"http://autoradio-fr.com/img/p/7/5/0/3/7503.jpg";"Autoradio GPS Android 8.0 Hyundai IX35 (2009-2012)";"GPS-638";"Autoradio android Hyundai";"435.000000";"385";"896";"1";
"3247";"http://autoradio-fr.com/img/p/8/5/0/0/8500.jpg";"Autoradio Android 10.0 Seat Léon (2004-2017)";"GPS-3704";"Autoradio Seat Léon android";"409.000000";"359";"15000";"1";
"1116";"http://autoradio-fr.com/img/p/1/8/9/5/1895.jpg";"Caméra de recul CCD Opel Corsa";"CAM-86-378";"Caméra de recul Opel";"69.900000";"69.9";"10000";"1";
"193";"http://autoradio-fr.com/img/p/2/3/8/238.jpg";"Autoradio Android 6.0 Toyota Vios 2014";"GPS-280";"GPS Toyota android";"435.000000";"385";"2700";"1";
"943";"http://autoradio-fr.com/img/p/1/7/0/8/1708.jpg";"Caméra de recul CCD Hyundai Moinca 2009";"CAM-86-205";"Caméra de recul Hyundai";"69.900000";"69.9";"10000";"1";
"709";"http://autoradio-fr.com/img/p/7/5/5/755.jpg";"Autoradio GPS Android 8.0 Ford Escort (2014-2017)";"GPS-728";"Autoradio Ford android";"395.000000";"345";"898";"1";
"1584";"http://autoradio-fr.com/img/p/5/9/5/4/5954.jpg";"Autoradio GPS Fiat Panda 2004 ";"GPS-482";"Autoradio Fiat android";"455.000000";"405";"899";"1";
"1411";"http://autoradio-fr.com/img/p/5/4/1/5/5415.jpg";"Autoradio GPS Android 8.0 Toyota Camry";"GPS-691";"GPS Toyota android";"605.000000";"555";"2700";"1";
"3191";"http://autoradio-fr.com/img/p/8/3/9/7/8397.jpg";"Autoradio Android 9.0 Nissan Note 2014 ";"GPS-3648";"Autoradio Nissan Note android";"389.000000";"339";"15000";"1";
"749";"http://autoradio-fr.com/img/p/1/4/9/7/1497.jpg";"Caméra de recul CCD Audi S5 (2009-2011)";"CAM-86-31";"Caméra de recul Audi";"69.900000";"69.9";"10000";"1";
"887";"http://autoradio-fr.com/img/p/1/6/4/8/1648.jpg";"Caméra de recul CCD Ford Focus (hatchback) (2007-2011)";"CAM-86-149";"Caméra de recul Ford";"69.900000";"69.9";"10000";"1";
"653";"http://autoradio-fr.com/img/p/6/9/9/699.jpg";"Autoradio GPS Android 9.0 Mercedes Vanéo";"GPS-152";"Autoradio Mercedes android";"425.000000";"375";"2700";"1";
"480";"http://autoradio-fr.com/img/p/5/2/6/526.jpg";"Autoradio GPS Android 9.0 BMW 3 Série F30 (2013-2017)";"GPS-24";"Autoradio android Série 3";"535.000000";"485";"894";"1";
"1180";"http://autoradio-fr.com/img/p/1/9/6/3/1963.jpg";"Caméra de recul CCD Subaru Impreza (sedan) (2009-2011)";"CAM-86-442";"Caméra de recul Subaru";"69.900000";"69.9";"10000";"1";
"1906";"http://autoradio-fr.com/img/p/7/1/8/8/7188.jpg";"Autoradio Android 10.0 GPS CHR";"GPS-1041";"Autoradio android CHR";"379.000000";"329";"2700";"1";
"597";"http://autoradio-fr.com/img/p/7/5/9/5/7595.jpg";"Autoradio GPS Android 9.0 Ford Mondéo (2003-2007)";"GPS-133";"Autoradio Ford android";"385.000000";"335";"897";"1";
"424";"http://autoradio-fr.com/img/p/4/7/0/470.jpg";"Autoradio GPS Android 8.0 Mitsubishi L200";"GPS-66";"Autoradio android Mitsubishi";"491.000000";"441";"893";"1";
"1664";"http://autoradio-fr.com/img/p/5/8/1/9/5819.jpg";"Autoradio GPS Android 8.0 Kia RIO (2011-2012)";"GPS-635";"Autoradio android KIA";"395.000000";"345";"900";"1";
"3255";"http://autoradio-fr.com/img/p/8/5/0/8/8508.jpg";"Autoradio Android 10.0 Octavia II (2006-2013)";"GPS-3712";"Autoradio android Octavia";"409.000000";"359";"15000";"1";
"1124";"http://autoradio-fr.com/img/p/1/9/0/3/1903.jpg";"Caméra de recul CCD Peugeot 307";"CAM-86-386";"Caméra de recul Peugeot";"69.900000";"69.9";"10000";"1";
"201";"http://autoradio-fr.com/img/p/2/4/6/246.jpg";"Autoradio Android 6.0 Ford Focus 3";"GPS-86-00215";"Autoradio Ford android";"475.000000";"425";"2700";"0";
"951";"http://autoradio-fr.com/img/p/1/7/1/6/1716.jpg";"Caméra de recul CCD Hyundai Elantra 2007/2008/2011";"CAM-86-213";"Caméra de recul Hyundai";"69.900000";"69.9";"10000";"1";
"1419";"http://autoradio-fr.com/img/p/5/4/2/3/5423.jpg";"Autoradio GPS Android 8.0 Ford Mondéo (2013-2017)";"GPS-676";"Autoradio Ford android";"641.000000";"591";"2700";"1";
"3199";"http://autoradio-fr.com/img/p/8/4/0/5/8405.jpg";"GPS Android 9.0 Nissan Qashqai (2007-2010) ";"GPS-3656";"GPS Nissan Qashqai android";"389.000000";"339";"15000";"1";
"741";"http://autoradio-fr.com/img/p/1/4/8/9/1489.jpg";"Caméra de recul CCD Audi Q5 (2009-2012)";"CAM-86-23";"Caméra de recul Audi";"69.900000";"69.9";"10000";"1";
"895";"http://autoradio-fr.com/img/p/1/6/5/6/1656.jpg";"Caméra de recul CCD Ford Mustang";"CAM-86-157";"Caméra de recul Ford";"69.900000";"69.9";"10000";"1";
"661";"http://autoradio-fr.com/img/p/6/1/9/5/6195.jpg";"Autoradio GPS Android 9.0 Porsche Cayenne (2004-2012)";"GPS-29";"Autoradio Porsche android";"441.000000";"391";"887";"1";
"1188";"http://autoradio-fr.com/img/p/1/9/7/2/1972.jpg";"Caméra de recul CCD Suzuki Swift 2008/2009/2011";"CAM-86-450";"Caméra de recul Suzuki";"69.900000";"69.9";"10000";"1";
"1914";"http://autoradio-fr.com/img/p/7/1/9/6/7196.jpg";"Autoradio GPS Android 10.0 Civic (2016-2018)";"GPS-1049";"Autoradio android Civic";"389.000000";"339";"2700";"1";
"605";"http://autoradio-fr.com/img/p/6/8/5/3/6853.jpg";"Autoradio GPS Android 9.0 Opel Corsa";"GPS-140";"Autoradio Opel android";"401.000000";"351";"895";"1";
"432";"http://autoradio-fr.com/img/p/4/7/8/478.jpg";"Autoradio GPS Android 8.0 Chrysler Concorde (2002-2004)";"GPS-102";"Autoradio android Chrysler";"421.000000";"371";"900";"0";
"1672";"http://autoradio-fr.com/img/p/5/8/1/1/5811.jpg";"Autoradio GPS Android 9.0 Ford Fiesta (2011-2012)";"GPS-574";"Autoradio Ford android";"470.000000";"420";"898";"1";
"842";"http://autoradio-fr.com/img/p/1/6/0/0/1600.jpg";"Caméra de recul CCD Citroën C4L";"CAM-86-104";"Caméra de recul Citroën";"69.900000";"69.9";"10000";"1";
"251";"http://autoradio-fr.com/img/p/2/9/8/298.jpg";"Autoradio Android 6.0 Volkswagen Passat 2013";"GPS-415";"Autoradio Volkswagen android";"435.000000";"385";"2700";"1";
"1483";"http://autoradio-fr.com/img/p/5/4/8/7/5487.jpg";"Autoradio GPS Android 8.0 Kia Morning";"GPS-758";"Autoradio android KIA";"451.000000";"401";"900";"1";
"3263";"http://autoradio-fr.com/img/p/8/5/1/6/8516.jpg";"Autoradio Android 9.0 Suzuki S-Cross 2014";"GPS-3720";"Autoradio android S-Cross";"449.000000";"399";"15000";"1";
"107";"http://autoradio-fr.com/img/p/6/9/7/2/6972.jpg";"Autoradio GPS Android 8.0 Nissan Note 2014";"GPS-336";"GPS Nissan android";"415.000000";"365";"2700";"1";
"1308";"http://autoradio-fr.com/img/p/2/0/9/8/2098.jpg";"Caméra de recul CCD Volvo S80";"CAM-86-570";"Caméra de recul Volvo";"69.900000";"69.9";"10000";"1";
"3090";"http://autoradio-fr.com/img/p/8/2/9/6/8296.jpg";"Autoradio Android 10.0 GPS Dodge Caravan (2007-2010)";"GPS-3547";"Autoradio android Caravan";"419.000000";"369";"15000";"1";
"786";"http://autoradio-fr.com/img/p/1/5/1/6/1516.jpg";"Caméra de recul CCD BMW X5 (2008-2012)";"CAM-86-48";"Caméra de recul Bmw";"69.900000";"69.9";"10000";"1";
"552";"http://autoradio-fr.com/img/p/5/9/8/598.jpg";"Autoradio GPS Android 9.0 Seat Cordoba (2002-2008)";"GPS-177";"Autoradio Seat android";"401.000000";"351";"2700";"1";
"51";"http://autoradio-fr.com/img/p/8/2/82.jpg";"Autoradio GPS Android 8.0 Mercedes Benz Sprinter W315 (2016-2017)";"GPS-86-00346";"Autoradio Mercedes android";"431.000000";"381";"2700";"0";
"1252";"http://autoradio-fr.com/img/p/2/0/4/2/2042.jpg";"Caméra de recul CCD Volkswagen Polo hatchback (2012-2013)";"CAM-86-514";"Caméra de recul Volkswagen";"69.900000";"69.9";"10000";"1";
"1982";"http://autoradio-fr.com/img/p/7/6/4/5/7645.jpg";"Autoradio GPS Android 9.0 VW Passat B6";"GPS-2050";"Autoradio Passat B6 android";"401.000000";"351";"3000";"1";
"1079";"http://autoradio-fr.com/img/p/1/8/5/5/1855.jpg";"Caméra de recul CCD Mitsubishi Lancer (2008-2010)";"CAM-86-341";"Caméra de recul Mitsubishi";"69.900000";"69.9";"10000";"1";
"315";"http://autoradio-fr.com/img/p/3/6/2/362.jpg";"Autoradio Android 6.0 Mercedes S350 (1998-2005)";"GPS-377";"Autoradio Mercedes android";"595.000000";"545";"2700";"1";
