Campaign;"Daily Budget";"Campaign Type";Networks;Languages;"DSA Website";"DSA Language";"DSA targeting source";"Targeting expansion";ID;Location;"Ad rotation";"Targeting method";"Exclusion method";"Bid Strategy Type";"Enhanced CPC";"Max CPC";"Ad Group Type";"Ad Group";"Ad type";"Description line 1";"Description line 2";"Dynamic Ad Target Condition 1";"Dynamic Ad Target Value 1";"Dynamic Ad Target Condition 2";"Dynamic Ad Target Value 2";"Dynamic Ad Target Condition 3";"Campaign Status";"Ad Group Status";Status
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Alfa 159 sous Android 8.0 (2005-2017) _ FR383";;;;"URL equals";https://autoradio-fr.com/383-autoradio-gps-android-alfa-romeo-159-2005-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Alfa 159 sous Android 8.0 (2005-2017) _ FR383";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Alfa Romeo Brera (2006-2017) _ FR384";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Alfa Romeo Brera (2006-2017) _ FR384";;;;"URL equals";https://autoradio-fr.com/384-autoradio-gps-android-alfa-romeo-brera-2006-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Alfa Romeo Brera (2006-2017) _ FR384";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Avéo (2002-2011) _ FR389";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Avéo (2002-2011) _ FR389";;;;"URL equals";https://autoradio-fr.com/389-autoradio-gps-android-chevrolet-aveo-2002-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Avéo (2002-2011) _ FR389";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Epica (2006-2011) _ FR390";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Epica (2006-2011) _ FR390";;;;"URL equals";https://autoradio-fr.com/390-autoradio-gps-android-chevrolet-epica-2006-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Epica (2006-2011) _ FR390";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Lova (2006-2011) _ FR391";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Lova (2006-2011) _ FR391";;;;"URL equals";https://autoradio-fr.com/391-autoradio-gps-android-chevrolet-lova-2006-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Lova (2006-2011) _ FR391";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Captiva (2006-2011) _ FR392";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Captiva (2006-2011) _ FR392";;;;"URL equals";https://autoradio-fr.com/392-autoradio-gps-android-chevrolet-captiva-2006-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Captiva (2006-2011) _ FR392";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Spark (2005-2008) _ FR393";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Spark (2005-2008) _ FR393";;;;"URL equals";https://autoradio-fr.com/393-autoradio-gps-android-chevrolet-spark-2005-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Spark (2005-2008) _ FR393";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Optra (2002-2010) _ FR394";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Optra (2002-2010) _ FR394";;;;"URL equals";https://autoradio-fr.com/394-autoradio-gps-android-chevrolet-optra-2002-2010.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Optra (2002-2010) _ FR394";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Buick Vérano (2012-2013) _ FR395";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Buick Vérano (2012-2013) _ FR395";;;;"URL equals";https://autoradio-fr.com/395-autoradio-gps-android-buick-verano-2012-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Buick Vérano (2012-2013) _ FR395";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Opel Astra (2008-2013) _ FR396";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Opel Astra (2008-2013) _ FR396";;;;"URL equals";https://autoradio-fr.com/396-autoradio-gps-android-opel-astra-2008-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Opel Astra (2008-2013) _ FR396";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Mazda CX-9 (2012-2013) _ FR398";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-9 (2012-2013) _ FR398";;;;"URL equals";https://autoradio-fr.com/398-autoradio-gps-android-mazda-cx-9-2012-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-9 (2012-2013) _ FR398";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Mazda CX-7 (2012-2013) _ FR399";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-7 (2012-2013) _ FR399";;;;"URL equals";https://autoradio-fr.com/399-autoradio-gps-android-mazda-cx-7-2012-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-7 (2012-2013) _ FR399";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Mazda CX-5 (2012-2013) _ FR400";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-5 (2012-2013) _ FR400";;;;"URL equals";https://autoradio-fr.com/400-autoradio-gps-android-mazda-cx-5-2012-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Mazda CX-5 (2012-2013) _ FR400";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Honda City (2008-2011) _ FR402";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Honda City (2008-2011) _ FR402";;;;"URL equals";https://autoradio-fr.com/402-autoradio-gps-android-honda-city-2008-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Honda City (2008-2011) _ FR402";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Kia Ceed 2014 _ FR403";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Kia Ceed 2014 _ FR403";;;;"URL equals";https://autoradio-fr.com/403-autoradio-gps-android-kia-ceed-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Kia Ceed 2014 _ FR403";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 SsangYong Rexton 2014 _ FR404";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 SsangYong Rexton 2014 _ FR404";;;;"URL equals";https://autoradio-fr.com/404-autoradio-gps-android-ssangyong-rexton-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 SsangYong Rexton 2014 _ FR404";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 SsangYong Rodius 2014 _ FR405";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 SsangYong Rodius 2014 _ FR405";;;;"URL equals";https://autoradio-fr.com/405-autoradio-gps-android-ssangyong-rodius-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 SsangYong Rodius 2014 _ FR405";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Ford Focus (2015-2016) _ FR406";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Ford Focus (2015-2016) _ FR406";;;;"URL equals";https://autoradio-fr.com/406-autoradio-gps-android-ford-focus-2015-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Ford Focus (2015-2016) _ FR406";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 Chevrolet Cruze 2015 _ FR407";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Chevrolet Cruze 2015 _ FR407";;;;"URL equals";https://autoradio-fr.com/407-autoradio-gps-android-chevrolet-cruze-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 Chevrolet Cruze 2015 _ FR407";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Seat Leon 2013 _ FR408";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon 2013 _ FR408";;;;"URL equals";https://autoradio-fr.com/408-autoradio-gps-android-seat-leon-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Seat Leon 2013 _ FR408";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 307 _ FR409";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 307 _ FR409";;;;"URL equals";https://autoradio-fr.com/409-autoradio-gps-android-peugeot-307.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 307 _ FR409";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 408 _ FR410";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 408 _ FR410";;;;"URL equals";https://autoradio-fr.com/410-autoradio-gps-android-peugeot-408.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 408 _ FR410";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 408 _ FR411";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 408 _ FR411";;;;"URL equals";https://autoradio-fr.com/411-autoradio-gps-android-peugeot-408.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 408 _ FR411";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 206 _ FR412";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 206 _ FR412";;;;"URL equals";https://autoradio-fr.com/412-autoradio-gps-android-peugeot-206.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 206 _ FR412";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 308 _ FR413";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 308 _ FR413";;;;"URL equals";https://autoradio-fr.com/413-autoradio-gps-android-peugeot-308.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 308 _ FR413";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 301 2013 _ FR414";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 301 2013 _ FR414";;;;"URL equals";https://autoradio-fr.com/414-autoradio-gps-android-peugeot-301-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 301 2013 _ FR414";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 2008 _ FR415";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 2008 _ FR415";;;;"URL equals";https://autoradio-fr.com/415-autoradio-gps-android-peugeot-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 2008 _ FR415";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Peugeot 207 _ FR416";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 207 _ FR416";;;;"URL equals";https://autoradio-fr.com/416-autoradio-gps-android-peugeot-207.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Peugeot 207 _ FR416";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Ford Ecosport _ FR417";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Ford Ecosport _ FR417";;;;"URL equals";https://autoradio-fr.com/417-autoradio-gps-android-ford-ecosport.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Ford Ecosport _ FR417";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Ford Taurus 2012 _ FR418";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Ford Taurus 2012 _ FR418";;;;"URL equals";https://autoradio-fr.com/418-autoradio-gps-android-ford-taurus-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Ford Taurus 2012 _ FR418";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Avéo _ FR419";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Avéo _ FR419";;;;"URL equals";https://autoradio-fr.com/419-autoradio-gps-android-chevrolet-aveo.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Avéo _ FR419";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Silverado _ FR420";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Silverado _ FR420";;;;"URL equals";https://autoradio-fr.com/420-autoradio-gps-android-chevrolet-silverado.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Silverado _ FR420";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Orlando _ FR421";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Orlando _ FR421";;;;"URL equals";https://autoradio-fr.com/421-autoradio-gps-android-chevrolet-orlando.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Orlando _ FR421";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Chevrolet Malibu _ FR422";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Malibu _ FR422";;;;"URL equals";https://autoradio-fr.com/422-autoradio-gps-android-chevrolet-malibu.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Chevrolet Malibu _ FR422";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Mitsubishi L200 _ FR424";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mitsubishi L200 _ FR424";;;;"URL equals";https://autoradio-fr.com/424-autoradio-gps-android-mitsubishi-l200.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mitsubishi L200 _ FR424";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Nissan Tiida 2012 _ FR425";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Tiida 2012 _ FR425";;;;"URL equals";https://autoradio-fr.com/425-autoradio-gps-android-nissan-tiida-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Nissan Tiida 2012 _ FR425";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Renault Kelos _ FR426";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Renault Kelos _ FR426";;;;"URL equals";https://autoradio-fr.com/426-autoradio-gps-android-renault-kelos.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Renault Kelos _ FR426";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Jeep Grand Cherokee (1999-2001) _ FR427";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Grand Cherokee (1999-2001) _ FR427";;;;"URL equals";https://autoradio-fr.com/427-autoradio-gps-android-jeep-grand-cherokee-1999-2001.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Grand Cherokee (1999-2001) _ FR427";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Jeep Wrangler (2003-2006) _ FR429";;;;;;;;;Paused;Enabled
